$FLYS,1
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol
$VAR,DEVICE_ID,0017003b3253501720373657
$VAR,SESSION_ID,3ee6304fa45e4bac03d2783d
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc
$UNIT,GNSSdeg,deg,m,m/s,m/s,m/s,m,m,m/s
$GNSS,2025-07-29T15:22:16.350Z,40.2673222,-111.6359193,1511.347,-0.09,-0.04,0.03,0.258,0.436,0.2
$GNSS,2025-07-29T15:22:16.400Z,40.2673222,-111.6359193,1511.345,-0.09,-0.07,0.01,0.259,0.437,0.21
$GNSS,2025-07-29T15:22:16.450Z,40.2673221,-111.6359193,1511.348,-0.14,0.01,0.01,0.26,0.438,0.16
$GNSS,2025-07-29T15:22:16.500Z,40.2673221,-111.6359193,1511.347,-0.08,-0.04,0.01,0.261,0.439,0.19
$GNSS,2025-07-29T15:22:16.550Z,40.2673221,-111.6359193,1511.342,-0.04,0.01,0.06,0.262,0.44,0.22
$GNSS,2025-07-29T15:22:16.600Z,40.2673221,-111.6359192,1511.341,-0.02,0.18,0.03,0.264,0.441,0.19
$GNSS,2025-07-29T15:22:16.650Z,40.2673221,-111.6359192,1511.346,-0.08,0.18,0.03,0.265,0.442,0.17
$GNSS,2025-07-29T15:22:16.700Z,40.2673221,-111.635919,1511.346,-0.05,0.22,0,0.265,0.443,0.18
$GNSS,2025-07-29T15:22:16.750Z,40.2673221,-111.6359189,1511.346,-0.08,0.24,0,0.266,0.444,0.17
$GNSS,2025-07-29T15:22:16.800Z,40.2673221,-111.6359188,1511.347,-0.01,0.25,0.01,0.267,0.445,0.18
$GNSS,2025-07-29T15:22:16.850Z,40.2673222,-111.6359186,1511.354,0.05,0.35,-0.02,0.268,0.446,0.19
$GNSS,2025-07-29T15:22:16.900Z,40.2673223,-111.6359185,1511.359,0.15,0.41,0.05,0.269,0.447,0.19
$GNSS,2025-07-29T15:22:16.950Z,40.2673224,-111.6359183,1511.363,0.15,0.44,0.05,0.27,0.448,0.19
$GNSS,2025-07-29T15:22:17.000Z,40.2673225,-111.6359181,1511.366,0.2,0.43,-0.02,0.271,0.449,0.2
$GNSS,2025-07-29T15:22:17.050Z,40.2673226,-111.6359179,1511.371,0.16,0.43,0,0.272,0.45,0.19
$GNSS,2025-07-29T15:22:17.100Z,40.2673228,-111.6359177,1511.371,0.2,0.47,-0.01,0.272,0.451,0.19
$GNSS,2025-07-29T15:22:17.150Z,40.2673229,-111.6359177,1511.386,0.28,0.42,0.03,0.273,0.452,0.19
$GNSS,2025-07-29T15:22:17.200Z,40.267323,-111.6359176,1511.392,0.23,0.41,0.04,0.274,0.453,0.19
$GNSS,2025-07-29T15:22:17.250Z,40.2673231,-111.6359174,1511.393,0.27,0.45,0.03,0.275,0.454,0.2
$GNSS,2025-07-29T15:22:17.300Z,40.2673233,-111.6359173,1511.403,0.3,0.4,0.01,0.276,0.455,0.2
$GNSS,2025-07-29T15:22:17.350Z,40.2673234,-111.6359171,1511.404,0.27,0.46,0.08,0.276,0.456,0.18
$GNSS,2025-07-29T15:22:17.400Z,40.2673234,-111.6359171,1511.423,0.15,0.4,0.03,0.276,0.455,0.14
$GNSS,2025-07-29T15:22:17.450Z,40.2673233,-111.6359171,1511.461,0.09,0.44,-0.07,0.275,0.455,0.12
$GNSS,2025-07-29T15:22:17.500Z,40.2673234,-111.6359169,1511.47,0.15,0.43,-0.08,0.274,0.454,0.11
$GNSS,2025-07-29T15:22:17.550Z,40.2673234,-111.6359168,1511.467,0.13,0.26,-0.06,0.274,0.454,0.12
$GNSS,2025-07-29T15:22:17.600Z,40.2673235,-111.6359168,1511.459,0.18,0.1,-0.04,0.273,0.453,0.14
$GNSS,2025-07-29T15:22:17.650Z,40.2673236,-111.6359167,1511.468,0.1,0.13,-0.07,0.273,0.453,0.14
$GNSS,2025-07-29T15:22:17.700Z,40.2673235,-111.6359167,1511.469,0.05,0.07,-0.03,0.272,0.453,0.12
$GNSS,2025-07-29T15:22:17.750Z,40.2673235,-111.6359167,1511.477,0.04,0.08,-0.06,0.272,0.452,0.13
$GNSS,2025-07-29T15:22:17.800Z,40.2673235,-111.6359167,1511.486,0.05,0.07,-0.05,0.272,0.452,0.13
$GNSS,2025-07-29T15:22:17.850Z,40.2673234,-111.6359167,1511.496,0.09,0.03,-0.04,0.271,0.452,0.14
$GNSS,2025-07-29T15:22:17.900Z,40.2673234,-111.6359167,1511.498,0.03,0.07,0.05,0.271,0.451,0.16
$GNSS,2025-07-29T15:22:17.950Z,40.2673234,-111.6359167,1511.5,0,0.14,0,0.271,0.451,0.12
$GNSS,2025-07-29T15:22:18.000Z,40.2673235,-111.6359166,1511.508,0.1,0.21,-0.18,0.27,0.451,0.13
$GNSS,2025-07-29T15:22:18.050Z,40.2673235,-111.6359164,1511.521,0.13,0.31,-0.25,0.269,0.45,0.13
$GNSS,2025-07-29T15:22:18.100Z,40.2673236,-111.6359163,1511.529,0.14,0.24,-0.18,0.269,0.45,0.12
$GNSS,2025-07-29T15:22:18.150Z,40.2673236,-111.6359162,1511.527,0.07,0.15,-0.04,0.268,0.45,0.1
$GNSS,2025-07-29T15:22:18.200Z,40.2673236,-111.6359163,1511.527,0.04,-0.01,-0.1,0.267,0.449,0.2
$GNSS,2025-07-29T15:22:18.250Z,40.2673236,-111.6359162,1511.526,0,0.07,-0.07,0.27,0.451,0.15
$GNSS,2025-07-29T15:22:18.300Z,40.2673236,-111.6359163,1511.523,-0.06,0,-0.13,0.27,0.451,0.19
$GNSS,2025-07-29T15:22:18.350Z,40.2673236,-111.6359163,1511.524,-0.07,0.06,-0.06,0.269,0.45,0.15
$GNSS,2025-07-29T15:22:18.400Z,40.2673235,-111.6359163,1511.535,-0.04,0.11,-0.09,0.269,0.45,0.14
$GNSS,2025-07-29T15:22:18.450Z,40.2673235,-111.6359164,1511.538,0,0.02,-0.09,0.269,0.45,0.18
$GNSS,2025-07-29T15:22:18.500Z,40.2673235,-111.6359165,1511.534,0.03,-0.1,-0.09,0.268,0.449,0.2
$GNSS,2025-07-29T15:22:18.550Z,40.2673236,-111.6359165,1511.533,0.1,-0.04,-0.04,0.268,0.449,0.16
$GNSS,2025-07-29T15:22:18.600Z,40.2673236,-111.6359166,1511.544,0.06,-0.04,-0.11,0.268,0.449,0.2
$GNSS,2025-07-29T15:22:18.650Z,40.2673236,-111.6359166,1511.54,0.06,-0.01,0.02,0.268,0.448,0.14
$GNSS,2025-07-29T15:22:18.700Z,40.2673236,-111.6359166,1511.535,-0.04,0.01,-0.06,0.268,0.448,0.18
$GNSS,2025-07-29T15:22:18.750Z,40.2673237,-111.6359167,1511.539,0.01,-0.04,-0.16,0.267,0.448,0.21
$GNSS,2025-07-29T15:22:18.800Z,40.2673237,-111.6359167,1511.537,-0.02,-0.05,-0.08,0.267,0.447,0.2
$GNSS,2025-07-29T15:22:18.850Z,40.2673238,-111.6359168,1511.543,-0.09,-0.08,-0.05,0.267,0.447,0.15
$GNSS,2025-07-29T15:22:18.900Z,40.2673238,-111.6359169,1511.552,-0.05,-0.09,-0.01,0.267,0.446,0.15
$GNSS,2025-07-29T15:22:18.950Z,40.2673238,-111.635917,1511.554,-0.09,-0.06,-0.01,0.267,0.446,0.12
$GNSS,2025-07-29T15:22:19.000Z,40.2673239,-111.635917,1511.562,-0.11,-0.01,-0.13,0.267,0.445,0.17
$GNSS,2025-07-29T15:22:19.050Z,40.2673239,-111.6359172,1511.577,-0.1,-0.11,-0.07,0.267,0.445,0.17
$GNSS,2025-07-29T15:22:19.100Z,40.2673239,-111.6359173,1511.596,-0.12,-0.12,0.01,0.267,0.445,0.13
$GNSS,2025-07-29T15:22:19.150Z,40.267324,-111.6359175,1511.62,-0.17,-0.14,0.02,0.268,0.445,0.12
$GNSS,2025-07-29T15:22:19.200Z,40.267324,-111.6359177,1511.643,-0.22,-0.14,-0.02,0.268,0.444,0.13
$GNSS,2025-07-29T15:22:19.250Z,40.267324,-111.6359179,1511.663,-0.2,-0.15,0.01,0.268,0.444,0.12
$GNSS,2025-07-29T15:22:19.300Z,40.267324,-111.635918,1511.687,-0.12,-0.12,0.01,0.267,0.444,0.12
$GNSS,2025-07-29T15:22:19.350Z,40.2673241,-111.6359182,1511.712,-0.04,-0.16,-0.01,0.267,0.443,0.15
$GNSS,2025-07-29T15:22:19.400Z,40.2673241,-111.6359184,1511.729,-0.01,-0.14,-0.03,0.267,0.443,0.16
$GNSS,2025-07-29T15:22:19.450Z,40.2673241,-111.6359186,1511.745,-0.01,-0.22,-0.02,0.267,0.443,0.15
$GNSS,2025-07-29T15:22:19.500Z,40.2673242,-111.6359188,1511.757,0,-0.23,-0.02,0.267,0.443,0.15
$GNSS,2025-07-29T15:22:19.550Z,40.2673243,-111.6359191,1511.775,0.08,-0.32,-0.01,0.266,0.443,0.16
$GNSS,2025-07-29T15:22:19.600Z,40.2673243,-111.6359193,1511.791,0.12,-0.28,0.03,0.266,0.442,0.14
$GNSS,2025-07-29T15:22:19.650Z,40.2673244,-111.6359194,1511.801,0.12,-0.04,0.08,0.266,0.442,0.15
$GNSS,2025-07-29T15:22:19.700Z,40.2673245,-111.6359195,1511.816,0.14,-0.04,0.03,0.266,0.442,0.15
$GNSS,2025-07-29T15:22:19.750Z,40.2673245,-111.6359196,1511.834,0.15,-0.01,-0.04,0.265,0.442,0.15
$GNSS,2025-07-29T15:22:19.800Z,40.2673246,-111.6359197,1511.848,0.11,-0.02,-0.07,0.265,0.442,0.17
$GNSS,2025-07-29T15:22:19.850Z,40.2673247,-111.6359198,1511.864,0.15,-0.14,-0.05,0.265,0.442,0.17
$GNSS,2025-07-29T15:22:19.900Z,40.2673249,-111.63592,1511.877,0.2,-0.24,-0.04,0.265,0.442,0.16
$GNSS,2025-07-29T15:22:19.950Z,40.267325,-111.6359202,1511.864,0.14,-0.26,0.08,0.265,0.442,0.15
$GNSS,2025-07-29T15:22:20.000Z,40.2673251,-111.6359203,1511.872,0.08,-0.21,0.05,0.265,0.442,0.14
$GNSS,2025-07-29T15:22:20.050Z,40.2673251,-111.6359205,1511.884,0.11,-0.2,0.04,0.265,0.442,0.15
$GNSS,2025-07-29T15:22:20.100Z,40.2673252,-111.6359205,1511.873,0.16,-0.13,0.11,0.265,0.443,0.18
$GNSS,2025-07-29T15:22:20.150Z,40.2673253,-111.6359206,1511.873,0.14,-0.08,0.09,0.265,0.443,0.2
$GNSS,2025-07-29T15:22:20.200Z,40.2673253,-111.6359206,1511.869,-0.01,-0.06,0.04,0.265,0.442,0.12
$GNSS,2025-07-29T15:22:20.250Z,40.2673253,-111.6359207,1511.86,-0.06,-0.09,0.02,0.265,0.441,0.11
$GNSS,2025-07-29T15:22:20.300Z,40.2673254,-111.6359208,1511.851,0.1,-0.13,0.05,0.265,0.44,0.17
$GNSS,2025-07-29T15:22:20.350Z,40.2673255,-111.6359208,1511.845,0.08,-0.14,0.03,0.266,0.439,0.16
$GNSS,2025-07-29T15:22:20.400Z,40.2673256,-111.6359209,1511.841,0.07,-0.1,-0.01,0.266,0.438,0.16
$GNSS,2025-07-29T15:22:20.450Z,40.2673256,-111.6359208,1511.826,-0.04,-0.04,0.01,0.266,0.437,0.12
$GNSS,2025-07-29T15:22:20.500Z,40.2673256,-111.6359209,1511.813,-0.03,-0.13,0.03,0.266,0.437,0.11
